metric,train,full
k_star_months,0.0,0.0
peak_correlation,0.8468338506096136,0.8402682684237606
granger_hub_to_local_min_p,0.004497018314642757,0.008937776857928003
cointegration_p_value,0.0004095193789898316,0.1544757301332556
