lag,p_value,significant_5pct
1,0.11600779602612418,False
2,0.09686086101174629,False
3,0.1658523735170108,False
4,0.23820005331391084,False
5,0.2248465462779073,False
6,0.053864633793185575,False
7,0.08008683216161135,False
8,0.046685984890850074,True
9,0.05165353158021941,False
10,0.08396176006942227,False
11,0.10955108294150781,False
12,0.1444174518875373,False
