lag,p_value,significant_5pct
1,0.008937776857928322,True
2,0.009961377466972883,True
3,0.021583483278608154,True
4,0.01664855211123982,True
5,0.031940208989367634,True
6,0.019906078941078344,True
7,0.03239871637635812,True
8,0.04519397098508563,True
9,0.05409994257515273,False
10,0.08147092318520047,False
11,0.084859885507769,False
12,0.16164851564235921,False
