,,,,Marketwise Price & Arrival Report (28-06-2026),,,,
,,,Price (Rs./Quintal)  ,,,Arrival (Metric Tonnes)  ,,
Commodity Group,Commodity,MSP (Rs./Quintal) 2026-27,"Price on 28 Jun, 2026","Price on 27 Jun, 2026","Price on 26 Jun, 2026","Arrival on 28 Jun, 2026","Arrival on 27 Jun, 2026","Arrival on 26 Jun, 2026"
Vegetables,Onion,-,2927.22,2788.38,2634.97,158.00,198.00,157.00
Vegetables,Tomato,-,3725.28,3751.28,4197.04,89.00,117.20,101.50

