series,adf_stat,p_value,n_obs,stationary_at_5pct
iowa_price,-1.6012894492744156,0.4829457042042409,132,False
nebraska_price,-1.6399142450824222,0.46230560262070347,135,False
iowa_returns,-7.531848289671994,3.5614182624975825e-11,135,True
nebraska_returns,-7.838577385078925,6.021940339418365e-12,135,True
