metric,train,full
k_star_months,0.0,0.0
peak_correlation,0.9253030180398958,0.9178589555231277
granger_hub_to_local_min_p,0.0021962231092715863,1.120530011783292e-05
cointegration_p_value,0.041459851014331306,0.008243863789055145
