lag,p_value,significant_5pct
1,0.6457341867885446,False
2,0.9010478835215638,False
3,0.9952852633013247,False
4,0.97443688825606,False
5,0.9890267293373264,False
6,0.32113130955022234,False
7,0.23695542671688688,False
8,0.12873192342943293,False
9,0.19329142291851165,False
10,0.2845630471758272,False
11,0.29775117674623586,False
12,0.28363117617808936,False
