lag,p_value,significant_5pct
1,1.1205300117832953e-05,True
2,6.856150608064939e-05,True
3,9.25937198100045e-05,True
4,0.0002966048062121606,True
5,0.00088566792729736,True
6,0.0002466970916993138,True
7,0.0002131623337299443,True
8,0.00019019369815088987,True
9,0.00039100680519568183,True
10,0.0008025192178984398,True
11,0.0005211350570496851,True
12,0.0016289903583623243,True
